Title,Artist,Album,TrackURI
9453,玖壹壹,玖肆伍叁,spotify:track:1Pi41KXpPCZVf3Kk7ayMNo
蜂鳥 (電視劇《我在北京等你》片頭曲),吳青峰,蜂鳥 (電視劇《我在北京等你》片頭曲),spotify:track:6KjSRihg1U0Fn4kzrEuZb4
浪漫來襲,蕭亞軒,不解釋親吻,spotify:track:0w7VcbWL2XtFDns150yvqZ
李白,李榮浩,模特,spotify:track:1jcW6AjFWRyfnTXwLlMMlJ
志明與春嬌 - Live,五月天,你要去哪裡巡迴演唱會 (Live),spotify:track:5Uw2z767rdRPiWmAymyhen
我期待,張雨生;陶晶瑩,想念雨生,spotify:track:3U4GF0pm0BGsbllPk2Ubar
我還年輕 我還年輕,老王樂隊,吾十有五而志於學,spotify:track:5o48kuQnPwhuRAzO2t0bCU
Coming Home,潘瑋柏,異類,spotify:track:3aQhZFzGoX0OQslPzdoiIg
不想上班,黃明志;肖央,亞洲通車,spotify:track:0VsGctJ6tsLQjnu8MWN4pB
Oh My God,黃明志;玖壹壹,亞洲通車,spotify:track:6LP2tDqvU074FTulK0oXnz
嘻哈庄腳情,玖壹壹;Lulu黃路梓茵,玖肆伍叁,spotify:track:4CUVSWJMrLepqFgBQbBBCB
入陣曲,五月天,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,spotify:track:4Z03m1jHdgUmeyTI0LSVpH
再見煙火,卓義峯,聽者,spotify:track:2urzYCyon3tncXk26kpMYo
路過人間 (電視劇《我們與惡的距離》插曲）,郁可唯,路過人間 (電視劇《我們與惡的距離》插曲）,spotify:track:7AD1bYfx0VfFCFZgEbsya4
你要的全拿走,胡彥斌,覅忒好,spotify:track:37BXaP8wCJrH0M3AdtSNyk
如果我們還在一起,宇宙人,右腦,spotify:track:1kzo6QoYHW2Uf2Ccyb5y8i
"我不是神 , 我只是平凡卻直拗愛著你的人",林宥嘉,"我不是神 , 我只是平凡卻直拗愛著你的人",spotify:track:1XkaiiA1izzcVhVuhB532l
練習,劉德華,練習,spotify:track:37B74urdXel24aZjjLX3Lc
第幾個100天,林俊傑,JJ林俊傑100天,spotify:track:2tXTEROacuvyybcZoX9RmT
愛笑的眼睛,林俊傑,她說,spotify:track:2SxXpn73WqM4zWhmWxeQ4s
當你,林俊傑,她說,spotify:track:56UzFYxgkvxU188BsCKBOc
記得,林俊傑,她說,spotify:track:2ZCn7ldYJ7doogRaGgXfNI
學不會,林俊傑,學不會,spotify:track:4189WkgFJTybrDviyQbmdm
因你而在,林俊傑,因你 而在,spotify:track:1Io6k2Nc3I6bwWOblZOK1d
黑暗騎士 (feat. 五月天),林俊傑;五月天,因你 而在,spotify:track:4qfB0dsOkbGtUu5orIfocF
偉大的渺小,林俊傑,偉大的渺小,spotify:track:1P2RxojrM3KEoKgM7pbc9i
洋蔥,楊宗緯,鴿子,spotify:track:3DozLGIwOhpkVDj3pbD4yf
背叛,楊宗緯,星光同學會 - 超級星光大道10強紀念合輯,spotify:track:7HEKcxhToPKhY8TKTRYeSh
凉凉,楊宗緯;張碧晨,電視劇《三生三世十里桃花》,spotify:track:7LmFgyIHlXRqjDOt68RQoQ
西界,林俊傑,西界,spotify:track:7mcvu4tR1y0YqPNpr0ZqD8
永遠的畫面,張惠妹;Jerry Lin@ Premium Studio,真實,spotify:track:54wirWdlKLVgr2X0uPqGK1
憨人,五月天,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,spotify:track:25lSOiwzpLI6Itzz19YTjG
倔強,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:3IKqParr3abrAfeK7yaZNy
我不願讓你一個人,五月天,第二人生(明日版),spotify:track:0I2We7TVGZhimAXUswSfMl
諾亞方舟,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:5Mnk6SxSJpcjAQyb2sI3cG
乾杯,五月天,第二人生(明日版),spotify:track:6A4RCprpNWrW9KgRC5c7Qq
終結孤單,五月天,五月天 好好好想見到你 Mayday fly to 2022 線上特別版 LIVE,spotify:track:2hYwWpNDDGmWGXwb1L1zNV
抓狂,五月天,離開地球表面,spotify:track:76RnwRNerIwC3KmBpvJmka
有些事現在不做 一輩子都不會做了,五月天,第二人生(明日版),spotify:track:2I7Rv8yoVoHQNvcKe2NKRh
孫悟空 live in the sky,五月天,五月天 突然好想見到你 live in the sky,spotify:track:1NAzZhl284zlC4dB23ZOVK
第二人生,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:3AjVIXRcMUghZ4g9TFLOp8
突然好想你,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:3FPWzdGxzTcp46dPlVMCDn
溫柔,五月天,五月天 好好好想見到你 Mayday fly to 2022 線上特別版 LIVE,spotify:track:4lmxuTcJtriZPnuBrF0BbP
離開地球表面,五月天,離開地球表面,spotify:track:3atMvzG17OeBIraVLdSLTW
派對動物,五月天,自傳,spotify:track:4P8cRZZ5Xk1wfsbULoL1Qf
軋車,五月天,五月天〔創造〕小巨蛋 D.N.A LIVE 創紀錄音,spotify:track:62yhmy4uMLKnMSdX8trrNL
我心中尚未崩壞的地方,五月天,後 青春期的詩,spotify:track:3soGPktBmyw7llf1popndp
星火,飛兒樂團,末日青春：補完計劃,spotify:track:6onpxF3H6OknskWoTAvMjG
勢在必行,陳勢安;畢書盡,再愛一遍‧天后陳勢安,spotify:track:19QNTNZtLdvUUTQi8redt8
再遇見,蘇打綠,秋：故事,spotify:track:4thduM4ItRZZqJdFZhGfjl
再見,張震嶽,OK,spotify:track:14AgBbjVYu2l5vWvbb9XVi
散場的擁抱,倪安東,第一課,spotify:track:05hpvcREGSTzr87uAaI6i2
乾杯,五月天,第二人生(末日版),spotify:track:1pq8manc3lP5iEbLhzuZv2
我的秘密 (MySecret),鄧紫棋,MySecret,spotify:track:04colE4oJt50AHwFhrT57v
原來,林俊傑,曹操,spotify:track:73jRqrZdzcxVDFlhCc1Rpb
醉赤壁,林俊傑,JJ陸,spotify:track:69lAYqbyHL1A0gctdLd9WV
不潮不用花錢,林俊傑,JJ陸,spotify:track:1ZsPPPhXyjv5C8f0WeVAoA
淚橋,伍佰,淚橋,spotify:track:0NAcDn6U2GB2Arhspmh38S
無心傷害,杜德偉,發現愛,spotify:track:1y1vx3ybu8k4JWlMjGXRGi
你的背包,陳奕迅,Music Life 精選,spotify:track:4TBQjF15mTlCBKihCmpanE
終於結束的起點,五月天,自傳,spotify:track:2DS7Z5Rhwfj5OToda6Cwaj
因為你 所以我,五月天,因為你 所以我,spotify:track:3oRP6yGs5d0kFpGRRzzaS8
人生有限公司,五月天,自傳,spotify:track:22RSXRlqjwie1Up4g9YiIC
憨人 - Live,五月天,諾亞方舟 世界巡迴演唱會Live,spotify:track:3ftz4YIKdHKsqzZNGAFTjK
有些事現在不做一輩子都不會做了,五月天,第二人生(末日版),spotify:track:6K0Qwwm79nfu0qKz42DdQd
轉眼,五月天,自傳,spotify:track:63xfI8jFOg6HIMnASL55fp
別惹我,五月天,時光機,spotify:track:3jmQFlCwvDWNoRs41u0xF2
孫悟空,五月天,神的孩子都在跳舞,spotify:track:1BDT9iGVq3l8tiRvDYza41
永遠的永遠,五月天,人生海海,spotify:track:4Tz10Dv6EU4jjelyFoHuZJ
時光機,五月天,時光機,spotify:track:2ReGWvf0BYXEKURh92pXre
摩托車日記,五月天,為愛而生,spotify:track:3fPXaPaEPPU4ti5XFNomqd
瘋狂世界 #MaydayBlue20th,五月天,瘋狂世界 #MaydayBlue20th,spotify:track:4bnNDIyxj9xpTc7dl91gwW
倔強 live in the sky,五月天,五月天 突然好想見到你 live in the sky,spotify:track:42lOF31qggOmIH7dK8nAye
我不願讓你一個人 live in the sky,五月天,五月天 突然好想見到你 live in the sky,spotify:track:4qjoaRP9UwB1DxNK3KwkGh
戀愛ing,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:0uj1y53FzQnoPs9O5stKFp
傷心的人別聽慢歌（貫徹快樂),五月天,傷心的人別聽慢歌（貫徹快樂),spotify:track:2b9VpsgOa6YGnSzd0Ul2hv
最重要的小事,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:45JrXdg82tfgYlkSFqGTn7
夜訪吸血鬼,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:4CvlEM7RGE2spWZCZJs2oe
諾亞方舟,五月天,第二人生(明日版),spotify:track:4UgmvXhDgA0s5MBadJlJyg
為你寫下這首情歌,五月天,為你寫下這首情歌,spotify:track:7nQUCbkxmQpuhXLugmLffu
讓我照顧你,五月天,五月天 fly to 2023 諾亞方舟十週年線上特別版 LIVE,spotify:track:6lL6M8xVli1T7YLSAEMd9X
錯錯錯,五月天,神的孩子都在跳舞,spotify:track:78j0yZeYL8Jz2mV3r2IV2f
有你的將來,五月天,愛情萬歲,spotify:track:019D9Bjo0GMwQH5Jc6aiRI
乾杯,五月天,步步 自選作品輯 The Best of 1999-2013,spotify:track:3WLFB9FGKKlA6WtW0YvS74
OAOA(現在就是永遠),五月天,第二人生(明日版),spotify:track:0KjO3XW8CvQdk3K6zjCpgp
離開地球表面 Life Live,五月天,五月天 人生無限公司 Life Live 完整收錄篇,spotify:track:0ZzFngg25lfo25WyfFxngR
溫柔,五月天,愛情萬歲,spotify:track:1EgGTmmFGtlWuqgXFLrp9x
派對動物 Life Live,五月天,五月天 人生無限公司 Life Live 完整收錄篇,spotify:track:37rRnL261QI4KoWd7jjZPf
軋車,五月天,知足 just my pride 最真傑作選,spotify:track:07Sp6iChjvq4a3cc22ayPd
三個傻瓜,五月天,第二人生(明日版),spotify:track:2cDTQ8KJ8ja3hlPfJ8Vnny
擁抱,五月天,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,spotify:track:4krYRz1TcFweFvmREcygeU
我心中尚未崩壞的地方 Life Live,五月天,五月天 人生無限公司 Life Live 完整收錄篇,spotify:track:2W4p10qXt8andxGOunnbHo
如煙,五月天,後 青春期的詩,spotify:track:3pxh8Z4hb3kTdZ3vxTEMLT
盛夏光年,五月天,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,spotify:track:3MwPlR0x7eIvigySjVw2qu
倉頡,五月天,第二人生(明日版),spotify:track:5wX1HltuHnDOK0u8JQeoAP
香水,五月天,五月天 好好好想見到你 Mayday fly to 2022 線上特別版 LIVE,spotify:track:4hFhf148rcwoi5la9DgA3Y
愛情萬歲,五月天,五月天 好好好想見到你 Mayday fly to 2022 線上特別版 LIVE,spotify:track:7mtJSrjkioSOiRfYmtst4e
叫我第一名 - Live,五月天,諾亞方舟 世界巡迴演唱會Live,spotify:track:7L5hRlGm0vpKeKF4u9SHAN
2012,五月天,第二人生(明日版),spotify:track:0BxrGGe1hQqh5aBIviCDQy
凍結,林俊傑,樂行者,spotify:track:78E40DUsI511l4qx1ZALBx
生命有一種絕對,五月天,時光機,spotify:track:0VmI34VtLsFGL3o0h1Y43D
頑固,五月天,自傳,spotify:track:4l4XVoNySoAM1knJ2T4gsS
終於說出口,小宇 宋念宇,小宇同學就是我,spotify:track:1otTVkd8lKmRuj8qfMSxdT
開始懂了,孫燕姿,我要的幸福,spotify:track:68tZwwRuo9ip5gRQFG1XWF
戀愛ing,五月天,知足 just my pride 最真傑作選,spotify:track:352axIEAvn4doPd9qHdqIs
情非得已,庾澄慶,海嘯,spotify:track:4KBegMBVyHsfC7fPOztTzV
失落沙洲,徐佳瑩,徐佳瑩LaLa首張創作專輯,spotify:track:2MBFevxaJ6bX6Lp7jt3UG1
雙手插口袋,張震嶽,等我有一天,spotify:track:0HY2DlYxfBvv6LfVMd3arY
平常心,張惠妹,我要快樂 (Deluxe Version),spotify:track:3QYQg52YhBcq2OqqPKCBLq
寂寞边界,張棟樑,From Now On 新歌＋精选,spotify:track:5fc9bh97TSqSK9SlFf5fUS
下一個天亮 - 第一波 / 韓劇家有七公主片尾曲,郭靜,下一個天亮,spotify:track:0WPWV03zSzOk5oUAmfXVGW
你那麼愛她,林隆璇;李聖傑,Men's Talk About Love新歌+1992~2005精選,spotify:track:6h9km3YJWVABKCV6SVF9LS
我可以,蔡旻佑,蔡旻佑首張創作專輯 19,spotify:track:6ufjxyxCJeYKw82FoaLjfd
如果我變成回憶,TANK 呂建忠,第三回合,spotify:track:4ZihPLUkdHJZ9XVhxMeFTG
知足,五月天,知足 just my pride 最真傑作選,spotify:track:6oilrypHWm0iylwgX6ujQc
恆星的恆心,五月天,時光機,spotify:track:0wH2KiG9EQJ9S5dr41sE2Q
借問眾神明,五月天,人生海海,spotify:track:4Zev5sNRzQ3dDLquY5eBem
嘿!我要走了,五月天,五月天第一張創作專輯,spotify:track:2hJvlomLnj8v1ns9hvJixm
憨人,五月天,愛情萬歲,spotify:track:0SPxJ2htQ1fZbNIaHEKUE4
孤單心事,Shadya Lan,終極一班 (電視原聲帶),spotify:track:6XFGSWKerh3qX26sB1rYh2
就是愛,JOLIN蔡依林,城堡,spotify:track:2sddzQtKE9DzImv6WR9wrw
快樂崇拜,潘瑋柏;張韶涵,Wu Ha,spotify:track:1Z7y14vSg1Vv772geRfiAN
今天沒回家 - Live,陶喆,Soul Power (Live Concert),spotify:track:7gogqlZLcLQH5sz5tIjeJa
寂寞的季節 - Live,陶喆,Soul Power (Live Concert),spotify:track:27mx58yHNNwIVKXgDGrtKV
錯的人,蕭亞軒,蕭灑小姐,spotify:track:0fQla3BOmDbwE7e6I78LbZ
而我知道,五月天,時光機,spotify:track:5DG6hbfokD5O0WL2nShaOr
暗號,周杰倫,八度空間,spotify:track:0Tugyy24LgpJV5L3LA7PJ9
知道,張惠妹,發燒,spotify:track:1eFbZl4oO1SJdguZIK9tmt
我喜歡,梁靜茹,戀愛的力量,spotify:track:48CO1sBqnU2BfTSXstmFno
死了都要愛,信樂團,挑信,spotify:track:3ACOnPSMkn60ll5r2w6IaX
愛情的模樣,五月天,我們是五月天,spotify:track:5fDOSd4apYCsaLUfLi8FcB
彩虹,五月天,我們是五月天,spotify:track:03SfAuE3J6sAehEJOpD6Cd
擁抱,五月天,我們是五月天,spotify:track:1MRd36x4V77pDAC9IvYNMP
溫柔,五月天,我們是五月天,spotify:track:68hCIaUPR7jv5Y62Z7daxh
生命有一種絕對,五月天,我們是五月天,spotify:track:2ZoUCdqobvujEzy5etoXif
瘋狂世界,五月天,我們是五月天,spotify:track:4MeOkeXY2J1MDqhgXPXYNE
人生海海,五月天,我們是五月天,spotify:track:2zOLlEYUp9NOzcafnWfRia
刀馬旦,李玟,COCO李玟 1994-2008年 豪華典藏精選,spotify:track:6v1cPnpgwywfoxU2y8FpUq
如果有一天,梁靜茹,戀愛的力量,spotify:track:5LGYuLlHw5jiPYw8fqjL1Q
天黑黑,孫燕姿,孫燕姿同名專輯,spotify:track:6Vdb5GA3Q0zlmrMfHjgUwi
我要的幸福,孫燕姿,我要的幸福,spotify:track:2mEa3BzSCt2jQfY02WeADC
終結孤單,五月天,愛情萬歲,spotify:track:3k5cmt6XDrwGqrGMni8xu2
星晴,周杰倫,同名專輯,spotify:track:5ZcRLLJSbTPdKMikgdMNX9
可愛女人,周杰倫,同名專輯,spotify:track:14JlPNX0Z1JM7Mwfou6Xlf
無與倫比的美麗,蘇打綠,無與倫比的美麗,spotify:track:2UwbKIkGPgTPdp7CVx1Dok
我好嗎,梁靜茹,我好嗎,spotify:track:6X5VyA11kTcx74nW7Z8yVk
Love Story,范逸臣,不說出的溫柔,spotify:track:0j47pxlAjrOEK5vz2EmCFT
其實都沒有,楊宗緯,初 . 愛,spotify:track:5lo0Wvjeg14DRNGZ7d2D1p
簡單愛,周杰倫,范特西,spotify:track:0pT2wIZO2Yk0aCH8y9p2SK
淘汰,陳奕迅,認了吧,spotify:track:3aawXLnJpcDVXCl1UUksAW
回到過去,周杰倫,八度空間,spotify:track:7n6RsQEj7Tjd5QwJ1xm0dF
蒲公英的約定,周杰倫,我很忙,spotify:track:6FjEJqNXqBjha6dB2gcCET
陌生人,蔡健雅,陌生人,spotify:track:3hKbA5OnjR4wBxwmpjte8h
愛你不是兩三天,梁靜茹,戀愛的力量,spotify:track:6KcCKEeszLQXeV0qSaUd1C
夜夜夜夜 - Live,梁靜茹,time & love 演唱會Live全紀錄,spotify:track:1fzcl8cMvENBOqyhczh2xg
偶陣雨,梁靜茹,愛久見人心,spotify:track:7CGqTLkREqWW3ipRFbUvbB
如果有一天,梁靜茹,勇氣,spotify:track:4GoEVf675f5tDxZsVrf5gw
小手拉大手,梁靜茹,親親,spotify:track:4YfDticlwW58vBTV2OB9Z0
分手快樂 - 獨唱版,梁靜茹,Sunrise 我喜歡,spotify:track:07RT3ZKAlXBMjXEJrN9Uxd
暖暖,梁靜茹,親親,spotify:track:5tzgLJeeNHz7NNRWhR1L35
勇氣,梁靜茹,勇氣,spotify:track:1SNF1IdMuKPDhw9HTrdcvM
可惜不是你,梁靜茹,絲路,spotify:track:4m4e3vIghV2QkHuOf83M7N
好朋友只是朋友,郁可唯,微加幸福,spotify:track:7rwKT34qSNeb0upLnM1OEL
微加幸福,郁可唯,微加幸福,spotify:track:5um2yasMJpYNCWSU2wKR1W
暖心,郁可唯,藍短褲,spotify:track:1DA8Xrz3kORS4arExMXsf4
假裝,JOLIN蔡依林,舞孃,spotify:track:5cuCTDw5FMNUYW12RjhLhc
看我72變,JOLIN蔡依林,看我72變,spotify:track:6qsrhyI9JZhThflE2ZsTF0
舞孃,JOLIN蔡依林,舞孃,spotify:track:3KW0PhlQ2sri5SRH6u5DtV
大藝術家,JOLIN蔡依林,大藝術家,spotify:track:1u7SB5cPtl1KCD9bqbtFxV
檸檬草的味道,JOLIN蔡依林,城堡,spotify:track:3EXTRoJNceOMipc9kAbbAR
Play我呸,JOLIN蔡依林,呸,spotify:track:18ImQnN3yZxL6vDQiOvata
布拉格廣場,JOLIN蔡依林,看我72變,spotify:track:7xC32ciMAqOjs4yjAtXBWl
怪美的,JOLIN蔡依林,Ugly Beauty,spotify:track:0cONHWTIfgEpAuVwbbwGgc
我知道你很難過,JOLIN蔡依林,1019,spotify:track:3Wuplaz7OX7p17wjempzj9
玫瑰少年,JOLIN蔡依林,Ugly Beauty,spotify:track:2uHMTG5xr9Xk7MrXIWrVUH
說愛你,JOLIN蔡依林,看我72變,spotify:track:6u4QtlkKJ879ElNlgw0R7M
沙灘,陶喆,陶喆同名專輯,spotify:track:1M54Y8kZqO2kx8Qk7nSe4B
普通朋友,陶喆,I'm O.K.,spotify:track:7CTitzr4eVIDCPUJi5Dr4B
紅豆,方大同,Timeless,spotify:track:5TkQbhQm9BXONk2agDo4w9
魚,陳綺貞,太陽,spotify:track:0tCChyNux8WLRr7UhAw2Ja
小情歌,蘇打綠,小宇宙,spotify:track:4FhJ7YSRxATHnaRg4nGs6t
旅行的意義,陳綺貞,華麗的冒險,spotify:track:0kcYzEvagMWsp9wL6RxW90
好膽你就來,張惠妹,阿密特意識專輯,spotify:track:4Tb0jzYozg7fVJsWVqU8Ah
壞的好人,張惠妹,偷故事的人,spotify:track:44lPjrvWeSnzo0VvobFfOo
姊妹,張惠妹,姊妹,spotify:track:2KUpWRrI0MU0gWMiOlVjtP
母系社會,張惠妹,AMIT2,spotify:track:4pyyPr59si2mpuDlp0MzL0
最愛的人傷我最深,張惠妹,妹力新世紀,spotify:track:49DTzhmexCLJYpXLhdm4bt
剪愛,張惠妹,姊妹,spotify:track:3WGc9lBdNzIc8jOoL3ryY5
解脫,張惠妹,姊妹,spotify:track:3awaN4hJ3e3s6WcVEB79fE
掉了,張惠妹,阿密特意識專輯,spotify:track:39tpfLHvnzXk4f8iD0htkn
記得,張惠妹;Jerry Lin,真實,spotify:track:6bBs2Ws2YfdSlT3gNC2ZN0
如果你也聽說,張惠妹,Star,spotify:track:3mWZefa0yfuRz0KjeeVIBU
身後,張惠妹,偷故事的人,spotify:track:5niImrS3tokLyQ8uHKswt1
Kiss Goodbye,王力宏,蓋世英雄,spotify:track:2tgIvnkdDSBYsNBPGeffLJ
女人心事,陶晶瑩,走路去紐約,spotify:track:18J5rEDHa1kdUtMy7AJ6TE
親愛的對象 - 《關於我和鬼變成家人的那件事》電影主題曲,JOLIN蔡依林,親愛的對象 (《關於我和鬼變成家人的那件事》電影主題曲),spotify:track:70ywpHtaToCmnULRT9Vu4p
心中的遺憾,徐懷鈺,Bad Girl,spotify:track:6hm6WgGwprxmlbN1ibq4AI
流行主教,林俊傑,流行主教,spotify:track:5EWwfWT7AaDvUpR5himGHZ
裂縫中的陽光,林俊傑,因你 而在,spotify:track:4REzuXet7gr8UCA3T5tK2s
新地球,林俊傑,新地球 - 人 (Special Edition),spotify:track:6GBlvjmwNajLiNQt6K7rqQ
前世情人,周杰倫,周杰倫的床邊故事,spotify:track:3ofIiWBhx82EwJACDA49fQ
需要人陪,王力宏,十八般武藝,spotify:track:0VGPId3riSeBV5FTRn850F
尋人啟事,徐佳瑩,尋人啟事,spotify:track:19HCkAp2iAqwpJ5xA3YykX
你給我聽好,陳奕迅,rice & shine,spotify:track:1hzG75FpGksAvkeSg6SDj6
噗嚨共之歌,浩角翔起,笑一個 - EP,spotify:track:2yHkkam71bkodQFLH8E9XZ
郊遊交很久,浩角翔起,食尚玩家之食神歸位大便當,spotify:track:2us3lQUDWlTQPpWtXDr3m2
妙妙妙,徐懷鈺,徐懷鈺 Yuki 第一張個人專輯,spotify:track:26Wb2PAbH5vTHBHx9Sj2pY
消愁,毛不易,平凡的一天,spotify:track:7x3WCjRe4YW0z6W1OxOvc1
疼愛,蕭敬騰,同名專輯,spotify:track:0q20lyhL4EvguaNF56dfbI
怎麼說我不愛你,蕭敬騰,狂想曲,spotify:track:4pVpxgdXMjvPmaEqlauLV6
原諒我,蕭敬騰,同名專輯,spotify:track:5Aj0agGNOflU5NYjOB2Dck
讓我為你唱情歌,蕭敬騰,欲望反光,spotify:track:0BuTVSIbiQGdxW7njjKng7
身騎白馬,徐佳瑩,徐佳瑩LaLa首張創作專輯,spotify:track:5ocA068mvMpA2GFPYQo670
最熟悉的陌生人,蕭亞軒,蕭亞軒--,spotify:track:7ptLu9jaGwjeJCYItMK1LY
好想好想你,鄧紫棋,摩天動物園,spotify:track:13wcq4v3Ys0kS8fOMdvZpr
黑月光,張碧晨;毛不易,黑月光,spotify:track:0yLa3c4X1cppuFvqQr1ikt
妳是我的花朵,伍佰,純真年代,spotify:track:1PZ3SMDCZHKY2xpYhrlbCy
玻璃心,黃明志;陳芳語,玻璃心,spotify:track:4SQxzEwMRZcLl4XSDoWCL5
擋一根,美秀集團,電火王,spotify:track:6439IQyiZV5I7aOo8UREgm
捲菸,美秀集團,Sound Check,spotify:track:7ks6KrwN2DKhEm06X85qEK
如果有如果,鄧福如 AFÜ,原來如此!!,spotify:track:2R6JuT1bLvC8ciqpYeqBz2
男人哭吧不是罪,劉德華,男人的愛,spotify:track:29hlSWTZeYVvumzKKf4KZ9
晴天,周杰倫,葉惠美,spotify:track:2zjo2j5j3S0Nk21LKCgc8L
愛的黑狗兄,蕭閎仁,法克這個人,spotify:track:1Iozo1PJTPXg9s9U96M6Su
山頂的黑狗兄,陳永龍,海岸線,spotify:track:1vmigDbDq9puBnaJJ1eE9d
笨小孩,劉德華,The Melody Andy Vol.8,spotify:track:1HJHLL8H9EoiIBeShJhMkC
我相信,楊培安,午夜兩點半的我,spotify:track:5Vno9JgXecYMq0HeCiuDos
煙幕,陳忻玥,Am I Who I Am,spotify:track:5ISwrjD9HDFTgB77UpRwDj
浪子的心情,葉啟田,葉啟田30年週年2 (回饋演唱會特輯),spotify:track:1f7uICjob6aTUYkl52zRlL
雙人枕頭,王建傑;江蕙,"鄉城台語精選, Vol. 1",spotify:track:7FWJ4s7Fs3LTxVgLIft94j
心花開,李千娜,愛到站了,spotify:track:0xKnj0yXDlUleN6OBVAcwP
無字的情批,黃乙玲,無字的情批,spotify:track:10BwKWxClhUwgPBippc2ZP
無誠勿愛,八三夭,大逃殺,spotify:track:1cfmnALN8NWmBHJt2QHbq5
偷偷的,MP魔幻力量,戰神,spotify:track:7yMoKa9SsV6NOs4jHIgFWD
不愛我就拉倒,周杰倫,最偉大的作品,spotify:track:0rqkH1SCZaoGhWo0GqrFCM
愛情抗體,許慧欣,快樂為主,spotify:track:47BygcSwDHfp9U7YDnfQVG
頭號甜心,張韶涵,Ang5.0,spotify:track:05GXrtPXpqjimB3i8Ctyzz
走建國路回家但後座少ㄌ泥,多多 x 以捷,走建國路回家但後座少ㄌ泥,spotify:track:17zdIZ1I5S5dxqDO193HLI
自然醒,林宥嘉,美妙生活,spotify:track:5Ns3pR5LB35LuGt5V40Q43
Di Da Di,李玟,CoCo 李玟 You&I 經典全紀錄,spotify:track:7HpOqbEYvrNEyjsYmSdsOl
對面的女孩看過來,任賢齊,滾石香港黃金十年-任賢齊精選,spotify:track:51vo4MbGHmzEuW5Nrk6flg
下一個天亮,郭靜,致純靜 (新歌 + 精選),spotify:track:1AtH77F385v8TU7dxiyZcQ
夢一場,那英,乾脆,spotify:track:5EIfRhrHwSCa4rhA4jXyES
紅蜻蜓,小虎隊,紅蜻蜓,spotify:track:1PVZCOp1NYXQ5TwxYmw4SM
鹿港小鎮,羅大佑,之乎者也,spotify:track:1C8RqJs8IqMBP2C86iSbNV
童年,羅大佑,之乎者也,spotify:track:4KRijBbZ4oqh9c7VBlFh4p
男兒的心聲,沈文程,"鄉城台語精選, Vol. 1",spotify:track:37ID7ruRtb2oKRUTfJ6OQF
大人物 - 電影《“大”人物》片尾曲,GAI周延,大人物-電影《“大”人物》片尾曲,spotify:track:4N9M1TFiTP7irS1CjP5jkV
而我知道 - Live,五月天,當我們混在一起 2005世界巡迴演唱會 (Live),spotify:track:252l6UVJ6eTFsRDBTKCSxx
我是真的付出我的愛,周華健,光陰似健1987-1997,spotify:track:2DMLx14u7Fmw1snkQM4F67
你是我的唯一,巫啟賢,太儍,spotify:track:6Db9Y8f8qpd4uZDtkGLdFS
我是真的愛你,李宗盛,滾石香港黃金十年-李宗盛精選,spotify:track:30LGoRMDqPoSsRqrI2RLpK
你走你的路,陳淑樺;李宗盛,給淑樺的一封信,spotify:track:577VtsfmK1mMJutxgXpe5K
我期待,張雨生;Mark,卡拉OK.台北.我,spotify:track:2baC5jSno4cA2X09R9IqML
一見鍾情,藍心湄,十年為証 (1984 - 1994),spotify:track:2cPZvwW2IR913A8sSDil84
我不知道,動力火車,明天的明天的明天,spotify:track:31GlTYzgKLnlaUInGZ2bPW
夜訪吸血鬼,五月天,後 青春期的詩,spotify:track:0uoszRjTOwWycixt3ik5IG
DREAM LIKE ME,盧廣仲;The Black Skirts,DREAM LIKE ME,spotify:track:3PyWBHnx6G5uUpeSjbmp6m
100種生活,盧廣仲,100種生活,spotify:track:0UBc4O6zhVuaepOq3lL91S
慢靈魂,盧廣仲,慢靈魂,spotify:track:1yBXM5UQikrweJN9iumrMq
只有我的天空有烏雲 - Acoustic Version,洪安妮,只有我的天空有烏雲 (Acoustic Version),spotify:track:6qNrzQxuN6XPJji8d8TCAf
Will You Remember Me,李玖哲,Will You Remember,spotify:track:5uRmQQ9CqHrrSBeF16k7rw
失戀陣線聯盟,草蜢,失戀陣線聯盟,spotify:track:3Y48QiWUzLNtIFVO8QlggC
K歌之王,陳奕迅,打得火熱,spotify:track:4QkfX9IvweUUIDY9pRACPp
慢慢喜歡你,莫文蔚,我們在中場相遇,spotify:track:69zzWcJr7mztjLKMijY80z
落雨聲,江蕙,半醉半清醒,spotify:track:1ZebwXJzkVklNXNyhcB4h4
年輪,張碧晨,年輪（電視劇《花千骨》插曲）,spotify:track:6JvhOILo5EUzYDpSYDuNth
